"name" "chrom" "strand" "txStart" "txEnd" "cdsStart" "cdsEnd" "name2" "width"
"NM_001164315" "chr2" "+" 97779232 97930257 97779476 97915904 "ANKRD36" 151025
"NM_025190" "chr2" "-" 98121260 98206428 98123504 98206148 "ANKRD36B" 85168
"NR_026844" "chr1" "-" 168214818 168216668 168216668 168216668 "ANKRD36BP1" 1850
"NR_015424" "chr2" "+" 89065418 89106109 89106109 89106109 "ANKRD36BP2" 40691
"NM_001310154" "chr2" "-" 96515295 96658068 96516919 96657456 "ANKRD36C" 142773
"NM_181726" "chr4" "+" 186317839 186321399 186318077 186321171 "ANKRD37" 3560
"NM_016466" "chr2" "-" 97513723 97523756 97514037 97523724 "ANKRD39" 10033
"NM_052855" "chr17" "-" 48770550 48785270 48773357 48785015 "ANKRD40" 14720
"NM_001300972" "chr11" "+" 82904780 82967141 82905712 82966932 "ANKRD42" 62361
"NM_001195144" "chr2" "-" 197851385 198175521 197854314 198175328 "ANKRD44" 324136
"NR_046837" "chr2" "-" 198115581 198167243 198167243 198167243 "ANKRD44-IT1" 51662
"NM_198493" "chr1" "-" 173577474 173639001 173579283 173628557 "ANKRD45" 61527
"NM_001270379" "chr8" "-" 101521979 101572014 101522804 101542061 "ANKRD46" 50035
"NM_017704" "chr11" "+" 94227152 94232744 94229859 94231698 "ANKRD49" 5592
"NM_020337" "chr4" "-" 125585203 125633887 125590141 125631666 "ANKRD50" 48684
"NM_173595" "chr12" "-" 56631590 56652143 56636925 56652053 "ANKRD52" 20553
"NM_001115116" "chr2" "+" 71205574 71212629 71205775 71212430 "ANKRD53" 7055
"NM_138797" "chr22" "-" 38226861 38240353 38227949 38240245 "ANKRD54" 13492
"NM_024669" "chr5" "-" 55395506 55529186 55396009 55528740 "ANKRD55" 133680
"NM_001242809" "chr6" "+" 90142896 90343553 90276695 90340723 "ANKRD6" 200657
"NM_001304369" "chr20" "-" 56791181 56803709 56793550 56803709 "ANKRD60" 12528
"NM_001271700" "chr7" "+" 6071006 6076183 6071006 6076017 "ANKRD61" 5177
"NM_001277333" "chr18" "+" 12093847 12129748 12094016 12127938 "ANKRD62" 35901
"NR_040115" "chr22" "-" 17134598 17156430 17156430 17156430 "ANKRD62P1-PARP4P3" 21832
"NM_001190479" "chr15" "-" 40570572 40574787 40573644 40574787 "ANKRD63" 4215
"NM_001145210" "chr1" "-" 1353799 1356824 1354479 1356385 "ANKRD65" 3025
"NM_001162435" "chr6" "+" 46714653 46726954 46714658 46726658 "ANKRD66" 12301
"NM_019644" "chr7" "+" 117864711 117882784 117864884 117880015 "ANKRD7" 18073
"NM_152326" "chr14" "-" 102973197 102976128 102973272 102974226 "ANKRD9" 2931
"NM_015245" "chr6" "+" 34857037 35059190 34857179 35056386 "ANKS1A" 202153
"NM_152788" "chr12" "-" 99128568 100378432 99129337 100378015 "ANKS1B" 1249864
"NM_001242929" "chr16" "-" 4746510 4784378 4747028 4780150 "ANKS3" 37868
"NM_145865" "chr16" "+" 21245015 21263750 21245058 21262141 "ANKS4B" 18735
"NM_173551" "chr9" "-" 101494290 101558824 101498800 101558773 "ANKS6" 64534
"NM_001315505" "chr3" "-" 149479225 149510610 149479270 149498120 "ANKUB1" 31385
"NM_001282792" "chr2" "+" 220094478 220101391 220097872 220101167 "ANKZF1" 6913
"NM_001284301" "chr7" "+" 36429411 36493401 36429635 36492209 "ANLN" 63990
"NM_018043" "chr11" "+" 69924407 70035652 69924712 70034110 "ANO1" 111245
"NM_001346468" "chr3" "-" 43407817 43733086 43408397 43647344 "ANO10" 325269
"NR_103835" "chr11" "-" 69918539 69921454 69921454 69921454 "ANO1-AS2" 2915
"NM_001278597" "chr12" "-" 5671816 6055398 5672464 6055326 "ANO2" 383582
"NM_001313726" "chr11" "+" 26210669 26684836 26210723 26681991 "ANO3" 474167
"NM_178826" "chr12" "+" 101188373 101522419 101295563 101520848 "ANO4" 334046
"NM_001142649" "chr11" "+" 22214721 22304913 22215038 22301311 "ANO5" 90192
"NM_001142679" "chr12" "+" 45609769 45834187 45610104 45833721 "ANO6" 224418
"NM_001001891" "chr2" "+" 242127923 242164791 242128026 242163568 "ANO7" 36868
"NM_020959" "chr19" "-" 17434031 17445638 17434325 17445479 "ANO8" 11607
"NM_001012302" "chr11" "-" 417929 442011 418370 441926 "ANO9" 24082
"NM_000216" "chrX" "-" 8496914 8700228 8501035 8700077 "ANOS1" 203314
"NM_006305" "chr15" "-" 69070874 69113261 69072419 69113090 "ANP32A" 42387
"NR_026808" "chr15" "-" 69096159 69099440 69099440 69099440 "ANP32A-IT1" 3281
"NR_003144" "chr15" "+" 35529526 35530264 35530264 35530264 "ANP32AP1" 738
"NM_006401" "chr9" "+" 100745488 100778224 100745837 100777713 "ANP32B" 32736
"NM_012403" "chr4" "-" 165118158 165118863 165118158 165118863 "ANP32C" 705
"NM_012404" "chr12" "+" 48866447 48866843 48866447 48866843 "ANP32D" 396
"NM_001136478" "chr1" "-" 150190716 150208504 150192992 150208134 "ANP32E" 17788
"NM_001150" "chr15" "-" 90328125 90358072 90328579 90349814 "ANPEP" 29947
"NM_032208" "chr2" "+" 69240275 69476459 69240631 69472617 "ANTXR1" 236184
"NM_001286780" "chr4" "-" 80822770 80994626 80828582 80990654 "ANTXR2" 171856
"NM_001278688" "chr10" "+" 47658232 47701443 47658498 47701320 "ANTXRL" 43211
"NR_103827" "chr10" "-" 47590260 47640844 47640844 47640844 "ANTXRLP1" 50584
"NM_000700" "chr9" "+" 75766646 75785310 75773451 75785023 "ANXA1" 18664
"NM_007193" "chr4" "+" 169013687 169108893 169013851 169108585 "ANXA10" 95206
"NM_001278407" "chr10" "-" 81914879 81965433 81915608 81932617 "ANXA11" 50554
"NM_001003954" "chr8" "-" 124693033 124749666 124693479 124749574 "ANXA13" 56633
"NM_004039" "chr15" "-" 60639349 60690185 60639828 60678274 "ANXA2" 50836
"NR_001562" "chr4" "-" 154228620 154229963 154229963 154229963 "ANXA2P1" 1343
"NR_003573" "chr9" "+" 33624222 33625532 33625532 33625532 "ANXA2P2" 1310
"NR_001446" "chr10" "+" 66585284 66586634 66586634 66586634 "ANXA2P3" 1350
"NM_001014279" "chr5" "-" 43039181 43040447 43039566 43040148 "ANXA2R" 1266
"NM_005139" "chr4" "+" 79472741 79531605 79475627 79531269 "ANXA3" 58864
"NM_001320698" "chr2" "+" 69870936 70053609 70008697 70052647 "ANXA4" 182673
"NM_001154" "chr4" "-" 122589151 122618147 122589622 122617744 "ANXA5" 28996
"NM_001155" "chr5" "-" 150480266 150537443 150481008 150527462 "ANXA6" 57177
"NM_001156" "chr10" "-" 75134858 75173843 75135852 75160614 "ANXA7" 38985
"NM_001040084" "chr10" "+" 48255203 48271368 48255428 48270515 "ANXA8" 16165
"NM_001098845" "chr10" "+" 47746849 47763040 47747111 47762187 "ANXA8L1" 16191
"NM_003568" "chr1" "+" 150954498 150968114 150955581 150967798 "ANXA9" 13616
"NM_001177506" "chr7" "-" 36552548 36764154 36552639 36763753 "AOAH" 211606
"NR_046764" "chr7" "-" 36637439 36639726 36639726 36639726 "AOAH-IT1" 2287
"NM_001091" "chr7" "+" 150549564 150558379 150553558 150558297 "AOC1" 8815
"NM_001158" "chr17" "+" 40996608 41002724 40996643 41002365 "AOC2" 6116
"NR_102422" "chr17" "+" 41003200 41010147 41010147 41010147 "AOC3" 6947
"NR_002773" "chr17" "+" 41019161 41021234 41021234 41021234 "AOC4P" 2073
"NM_001159" "chr2" "+" 201450730 201536217 201450831 201535402 "AOX1" 85487
"NR_135012" "chr2" "+" 201560445 201659638 201659638 201659638 "AOX3P-AOX2P" 99193
"NM_018569" "chr4" "+" 113152894 113194266 113153247 113189565 "AP1AR" 41372
"NM_145730" "chr22" "-" 29723668 29784572 29724809 29763232 "AP1B1" 60904
"NR_040114" "chr22" "+" 32517963 32529456 32529456 32529456 "AP1B1P1" 11493
"NM_001128" "chr16" "-" 71762904 71842976 71766960 71823382 "AP1G1" 80072
"NM_003917" "chr14" "-" 24028771 24037045 24028957 24036523 "AP1G2" 8274
"NM_001130524" "chr19" "+" 16308664 16346156 16308837 16345246 "AP1M1" 37492
"NM_001300887" "chr19" "-" 10683346 10697991 10683741 10697907 "AP1M2" 14645
"NM_001283" "chr7" "+" 100797685 100804557 100797795 100803847 "AP1S1" 6872
"NM_003916" "chrX" "-" 15843928 15873137 15845447 15870647 "AP1S2" 29209
"NR_110906" "chr2" "-" 224620046 224702319 224702319 224702319 "AP1S3" 82273
"NM_130787" "chr19" "+" 50270179 50310369 50270390 50310015 "AP2A1" 40190
"NR_144509" "chr11" "+" 925808 1012245 1012245 1012245 "AP2A2" 86437
"NM_001282" "chr17" "+" 33914281 34053436 33921049 34050718 "AP2B1" 139155
"NM_001311198" "chr3" "+" 183892633 183901879 183894781 183901404 "AP2M1" 9246
"NM_001301078" "chr19" "-" 47341414 47354252 47341703 47354023 "AP2S1" 12838
"NM_001271769" "chr5" "-" 77298149 77590579 77298725 77563400 "AP3B1" 292430
"NM_004644" "chr15" "-" 83328032 83378660 83328311 83378458 "AP3B2" 50628
"NM_003938" "chr19" "-" 2100986 2151556 2102171 2151333 "AP3D1" 50570
"NM_001320265" "chr10" "-" 75880014 75910843 75883567 75898137 "AP3M1" 30829
"NM_001134296" "chr8" "+" 42010463 42028701 42012205 42026579 "AP3M2" 18238
"NM_001284" "chr5" "+" 115177302 115249778 115177734 115249187 "AP3S1" 72476
"NR_037582" "chr15" "-" 90373830 90437617 90437617 90437617 "AP3S2" 63787
"NM_001253853" "chr1" "-" 114436816 114447746 114437686 114445300 "AP4B1" 10930
"NR_125965" "chr1" "+" 114355233 114443859 114443859 114443859 "AP4B1-AS1" 88626
"NM_001252127" "chr15" "+" 51200868 51298097 51207647 51294859 "AP4E1" 97229
"NM_004722" "chr7" "+" 99699129 99704803 99699337 99704505 "AP4M1" 5674
"NM_001254729" "chr14" "+" 31494311 31565656 31535402 31562241 "AP4S1" 71345
"NM_138368" "chr11" "-" 65541368 65548062 65545326 65548062 "AP5B1" 6694
"NR_026895" "chr14" "+" 57735605 57756797 57756797 57756797 "AP5M1" 21192
"NM_018347" "chr20" "+" 3801170 3805954 3802764 3804944 "AP5S1" 4784
"NM_014855" "chr7" "+" 4815261 4834026 4815346 4831016 "AP5Z1" 18765
"NM_181869" "chr12" "+" 99039077 99129211 99042137 99126259 "APAF1" 90134
"NM_001163" "chr9" "-" 72042448 72287275 72046242 72132126 "APBA1" 244827
"NM_001130414" "chr15" "+" 29213839 29410516 29346087 29409336 "APBA2" 196677
"NM_004886" "chr19" "-" 3750770 3761673 3751023 3760262 "APBA3" 10903
"NM_145689" "chr11" "-" 6416353 6440702 6416763 6432577 "APBB1" 24349
"NM_019043" "chr10" "+" 26727265 26856732 26781255 26856417 "APBB1IP" 129467
"NM_004307" "chr4" "-" 40812043 41216635 40818108 41035271 "APBB2" 404592
"NM_133173" "chr5" "-" 139937852 139944189 139938169 139943830 "APBB3" 6337
"NM_001127511" "chr5" "+" 112043201 112181936 112043414 112179823 "APC" 138735
"NM_005883" "chr19" "+" 1450147 1473243 1453000 1470212 "APC2" 23096
"NM_153000" "chr18" "+" 10454624 10488698 10454978 10488035 "APCDD1" 34074
"NM_001304787" "chr20" "-" 57034159 57089994 57035845 57088954 "APCDD1L" 55835
"NR_034147" "chr20" "+" 57090434 57194948 57194948 57194948 "APCDD1L-AS1" 104514
"NM_001639" "chr1" "+" 159557615 159558661 159557711 159558498 "APCS" 1046
"NM_001640" "chr3" "+" 49711434 49720934 49711834 49720775 "APEH" 9500
"NM_001297550" "chr4" "+" 165798139 165818679 165798483 165800160 "APELA" 20540
"NM_001244249" "chr14" "+" 20923289 20925931 20923804 20925667 "APEX1" 2642
"NM_001271748" "chrX" "+" 55026755 55034306 55029485 55033868 "APEX2" 7551
"NM_016022" "chr1" "-" 150237798 150241609 150238921 150241210 "APH1A" 3811
"NM_001145646" "chr15" "+" 63569748 63601325 63569822 63597980 "APH1B" 31577
"NM_001142931" "chr11" "+" 43333504 43366080 43333677 43364005 "API5" 32576
"NM_015957" "chr11" "-" 34903842 34937958 34904263 34937831 "APIP" 34116
"NM_001270517" "chr1" "+" 10490158 10512060 10490574 10502462 "APITD1-CORT" 21902
"NM_173545" "chr2" "+" 68694690 68807294 68694863 68805154 "APLF" 112604
"NM_017413" "chrX" "-" 128779235 128788933 128782602 128788607 "APLN" 9698
"NM_005161" "chr11" "-" 57001051 57004927 57003335 57004478 "APLNR" 3876
"NM_005166" "chr19" "+" 36359346 36370699 36359538 36370343 "APLP1" 11353
"NM_001142278" "chr11" "+" 129939715 130014706 129939872 130013343 "APLP2" 74991
"NM_020531" "chr20" "-" 24943579 24973425 24944448 24973324 "APMAP" 29846
"NM_000039" "chr11" "-" 116706466 116708666 116706523 116708103 "APOA1" 2200
"NR_126362" "chr11" "+" 116706832 116726445 116726445 116726445 "APOA1-AS" 19613
"NM_001643" "chr1" "-" 161192082 161193418 161192194 161193191 "APOA2" 1336
"NM_000482" "chr11" "-" 116691417 116694011 116691582 116693907 "APOA4" 2594
"NM_052968" "chr11" "-" 116660085 116663136 116660843 116662576 "APOA5" 3051
"NM_000384" "chr2" "-" 21224300 21266945 21224601 21266817 "APOB" 42645
"NM_001304566" "chr12" "-" 7801995 7823195 7802142 7818468 "APOBEC1" 21200
"NM_006789" "chr6" "+" 41020939 41032630 41021086 41029610 "APOBEC2" 11691
"NM_001270406" "chr22" "+" 39353526 39359188 39353696 39358514 "APOBEC3A" 5662
"NM_001193289" "chr22" "+" 39353526 39388783 39353696 39388450 "APOBEC3A_B" 35257
"NM_004900" "chr22" "+" 39378403 39388784 39378458 39388450 "APOBEC3B" 10381
"NR_104187" "chr22" "-" 39387563 39394225 39394225 39394225 "APOBEC3B-AS1" 6662
"NM_014508" "chr22" "+" 39410264 39414825 39410367 39414392 "APOBEC3C" 4561
"NM_152426" "chr22" "+" 39417117 39429256 39417524 39428321 "APOBEC3D" 12139
"NM_145298" "chr22" "+" 39436672 39451975 39436965 39448700 "APOBEC3F" 15303
"NM_021822" "chr22" "+" 39473009 39483748 39473366 39483426 "APOBEC3G" 10739
"NM_001166003" "chr22" "+" 39493228 39500072 39496283 39498576 "APOBEC3H" 6844
"NM_203454" "chr1" "-" 183615410 183622448 183616812 183617916 "APOBEC4" 7038
"NM_018690" "chr16" "+" 28505969 28510291 28506002 28509826 "APOBR" 4322
"NM_001321066" "chr19" "+" 45417503 45422606 45418148 45422487 "APOC1" 5103
"NR_028412" "chr19" "+" 45430059 45434643 45434643 45434643 "APOC1P1" 4584
"NM_000483" "chr19" "+" 45449238 45452822 45451735 45452506 "APOC2" 3584
"NM_000040" "chr11" "+" 116700623 116703787 116701298 116703600 "APOC3" 3164
"NM_001646" "chr19" "+" 45445494 45448753 45445534 45448562 "APOC4" 3259
"NR_037932" "chr19" "+" 45445494 45452822 45452822 45452822 "APOC4-APOC2" 7328
"NM_001647" "chr3" "-" 195295572 195311076 195295770 195306332 "APOD" 15504
"NM_000041" "chr19" "+" 45409005 45412652 45409881 45412507 "APOE" 3647
"NM_001638" "chr12" "-" 56754354 56756583 56755008 56756529 "APOF" 2229
"NM_000042" "chr17" "-" 64208146 64225556 64208250 64225497 "APOH" 17410
"NM_003661" "chr22" "+" 36649116 36663577 36651001 36662079 "APOL1" 14461
"NM_145637" "chr22" "-" 36622254 36636000 36623449 36629208 "APOL2" 13746
"NM_145642" "chr22" "-" 36536370 36562225 36537247 36537856 "APOL3" 25855
"NM_030643" "chr22" "-" 36585175 36600879 36587122 36597780 "APOL4" 15704
"NM_030642" "chr22" "+" 36113918 36125529 36113918 36124945 "APOL5" 11611
"NM_030641" "chr22" "+" 36044423 36064456 36052472 36055643 "APOL6" 20033
"NM_001130415" "chr12" "+" 12878850 12944399 12878934 12940586 "APOLD1" 65549
"NR_045828" "chr6" "+" 31620186 31625987 31625987 31625987 "APOM" 5801
"NM_024122" "chrX" "-" 23851464 23926057 23858458 23925819 "APOO" 74593
"NM_198450" "chrX" "+" 84258897 84348323 84258918 84342684 "APOOL" 89426
"NR_028471" "chr16" "-" 59788044 59789095 59789095 59789095 "APOOP5" 1051
"NM_032374" "chr14" "+" 104029293 104058510 104029299 104056623 "APOPT1" 29217
"NM_001136131" "chr21" "-" 27252860 27543446 27253980 27484415 "APP" 290586
"NM_001282476" "chr17" "-" 58520509 58603601 58524941 58603168 "APPBP2" 83092
"NM_012096" "chr3" "+" 57261764 57307498 57261911 57303715 "APPL1" 45734
"NM_018171" "chr12" "-" 105567074 105630008 105568091 105629790 "APPL2" 62934
"NM_000485" "chr16" "-" 88875876 88878342 88876105 88878307 "APRT" 2466
"NR_134251" "chr7" "-" 77286976 77325582 77325582 77325582 "APTR" 38606
"NM_001195250" "chr9" "-" 32972603 33001639 32973495 33001602 "APTX" 29036
"NM_198098" "chr7" "+" 30951308 30965132 30951524 30963244 "AQP1" 13824
"NM_080429" "chr1" "+" 154293591 154297801 154293631 154296956 "AQP10" 4210
"NM_173039" "chr11" "+" 77300679 77321401 77301037 77320422 "AQP11" 20722
"NM_198998" "chr2" "+" 241631261 241637900 241631330 241637773 "AQP12A" 6639
"NM_001102467" "chr2" "-" 241615834 241622317 241615961 241622254 "AQP12B" 6483
"NM_000486" "chr12" "+" 50344523 50352664 50344613 50349391 "AQP2" 8141
"NM_004925" "chr9" "-" 33441151 33447631 33442040 33447528 "AQP3" 6480
"NM_001317387" "chr18" "-" 24432001 24445808 24436174 24445653 "AQP4" 13807
"NR_026908" "chr18" "+" 24445271 24515910 24515910 24515910 "AQP4-AS1" 70639
"NM_001651" "chr12" "+" 50355278 50359465 50355800 50358960 "AQP5" 4187
"NM_001652" "chr12" "+" 50366619 50370922 50366956 50369454 "AQP6" 4303
"NM_001318156" "chr9" "-" 33384947 33402680 33385150 33387063 "AQP7" 17733
"NR_002817" "chr9" "-" 67270214 67289492 67289492 67289492 "AQP7P1" 19278
"NR_026558" "chr9" "+" 42858151 42893137 42893137 42893137 "AQP7P3" 34986
"NM_001169" "chr16" "+" 25228284 25240253 25228366 25239813 "AQP8" 11969
"NM_001320636" "chr15" "+" 58430367 58478110 58458955 58476334 "AQP9" 47743
"NM_014691" "chr15" "-" 35148551 35261995 35148992 35261814 "AQR" 113444
"NM_000044" "chrX" "+" 66763873 66950461 66764988 66943683 "AR" 186588
"NM_001654" "chrX" "+" 47420498 47431320 47422366 47430856 "ARAF" 10822
"NM_001040118" "chr11" "-" 72396113 72463434 72396708 72438173 "ARAP1" 67321
"NM_015230" "chr4" "-" 36067619 36245979 36069528 36231108 "ARAP2" 178360
"NM_022481" "chr5" "-" 141032967 141061800 141033516 141060053 "ARAP3" 28833
"NM_015193" "chr8" "-" 143692404 143695833 143694441 143695632 "ARC" 3429
"NM_001142281" "chr11" "+" 118443101 118473747 118443262 118471429 "ARCN1" 30646
"NM_001657" "chr4" "+" 75310814 75320726 75311062 75318354 "AREG" 9912
"NM_001039479" "chr14" "-" 75127954 75179807 75130422 75152318 "AREL1" 51853
"NM_001658" "chr1" "+" 228270360 228286913 228284815 228285714 "ARF1" 16553
"NM_001659" "chr12" "-" 49329991 49351252 49332729 49334878 "ARF3" 21261
"NM_001660" "chr3" "-" 57557089 57583215 57557938 57582867 "ARF4" 26126
"NR_132369" "chr3" "+" 57583515 57586642 57586642 57586642 "ARF4-AS1" 3127
"NM_001662" "chr7" "+" 127228405 127231759 127228552 127231353 "ARF5" 3354
"NM_001663" "chr14" "+" 50359735 50363772 50360454 50360982 "ARF6" 4037
"NM_001281484" "chr20" "+" 61904136 61921142 61907899 61919225 "ARFGAP1" 17006
"NM_032389" "chr11" "-" 47185848 47198676 47187032 47198404 "ARFGAP2" 12828
"NM_014570" "chr22" "-" 43192531 43253408 43193593 43253188 "ARFGAP3" 60877
"NM_006421" "chr8" "-" 68109883 68255912 68111168 68255522 "ARFGEF1" 146029
"NM_006420" "chr20" "+" 47538274 47653230 47538426 47649736 "ARFGEF2" 114956
"NM_020340" "chr6" "+" 138483052 138665800 138483223 138657623 "ARFGEF3" 182748
"NM_001287433" "chr4" "+" 153701088 153833063 153750785 153831371 "ARFIP1" 131975
"NM_012402" "chr11" "-" 6495912 6502709 6498342 6501651 "ARFIP2" 6797
"NM_001267547" "chr20" "-" 62329994 62339365 62331794 62338443 "ARFRP1" 9371
"NM_000045" "chr6" "+" 131894343 131905472 131894422 131905048 "ARG1" 11129
"NM_001172" "chr14" "+" 68086578 68118436 68086694 68117637 "ARG2" 31858
"NM_001012659" "chr3" "+" 121286777 121309469 121289560 121305447 "ARGFX" 22692
"NR_002222" "chr17" "-" 30477386 30478590 30478590 30478590 "ARGFXP2" 1204
"NM_018011" "chr13" "-" 107195661 107220514 107196343 107220267 "ARGLU1" 24853
"NM_004308" "chr11" "-" 46698624 46722215 46700586 46717657 "ARHGAP1" 23591
"NM_024605" "chr4" "+" 148653452 148993927 148653452 148993232 "ARHGAP10" 340475
"NM_001286479" "chr15" "+" 32907344 32932138 32917296 32930046 "ARHGAP11A" 24794
"NM_001039841" "chr15" "+" 30918878 30931013 30919023 30927833 "ARHGAP11B" 12135
"NM_001270695" "chr10" "-" 32094325 32217804 32096585 32197783 "ARHGAP12" 123479
"NM_018460" "chr2" "+" 143886898 144525921 143913059 144525741 "ARHGAP15" 639023
"NM_001006634" "chr16" "-" 24930704 25026699 24931450 25026582 "ARHGAP17" 95995
"NM_033515" "chr6" "-" 129898239 130031370 129899657 130031281 "ARHGAP18" 133131
"NM_001204300" "chr10" "-" 98981929 99052430 98985878 99052384 "ARHGAP19" 70501
"NR_037909" "chr10" "-" 98912798 99052430 99052430 99052430 "ARHGAP19-SLIT1" 139632
"NM_001258418" "chr11" "-" 110447758 110583912 110450093 110561349 "ARHGAP20" 136154
"NM_020824" "chr10" "-" 24872537 25012597 24873340 25010828 "ARHGAP21" 140060
"NR_045675" "chr10" "-" 49654067 49864310 49864310 49864310 "ARHGAP22" 210243
"NM_001199417" "chr17" "+" 36584719 36668628 36584729 36667208 "ARHGAP23" 83909
"NM_001025616" "chr4" "+" 86396283 86923823 86491694 86921875 "ARHGAP24" 527540
"NM_001007231" "chr2" "+" 68961912 69053957 68962331 69053326 "ARHGAP25" 92045
"NM_001135608" "chr5" "+" 142150291 142608572 142150326 142602011 "ARHGAP26" 458281
"NR_046680" "chr5" "-" 142239169 142248475 142248475 142248475 "ARHGAP26-AS1" 9306
"NR_046816" "chr5" "+" 142572064 142573731 142573731 142573731 "ARHGAP26-IT1" 1667
"NM_001282290" "chr17" "-" 43471267 43507663 43472821 43507645 "ARHGAP27" 36396
"NM_001010000" "chr18" "+" 6834431 6915712 6837347 6912153 "ARHGAP28" 81281
"NM_001328665" "chr1" "-" 94634462 94713316 94639424 94713133 "ARHGAP29" 78854
"NM_001025598" "chr1" "-" 161016731 161039760 161017504 161039414 "ARHGAP30" 23029
"NM_020754" "chr3" "+" 119013219 119138323 119013751 119135111 "ARHGAP31" 125104
"NR_046748" "chr3" "-" 119033139 119041607 119041607 119041607 "ARHGAP31-AS1" 8468
"NM_001142685" "chr11" "-" 128834954 129062093 128838801 129062093 "ARHGAP32" 227139
"NM_001172630" "chr19" "+" 36266416 36279724 36269933 36279331 "ARHGAP33" 13308
"NM_004491" "chr19" "+" 47421932 47508333 47421932 47503945 "ARHGAP35" 86401
"NM_001282607" "chrX" "+" 130192215 130223859 130192360 130222759 "ARHGAP36" 31644
"NM_001308208" "chr8" "-" 145754562 145911197 145755805 145830999 "ARHGAP39" 156635
"NM_001164741" "chrX" "-" 153172829 153191714 153173182 153191656 "ARHGAP4" 18885
"NM_001164431" "chr20" "+" 37230576 37279295 37230585 37278491 "ARHGAP40" 48719
"NM_152432" "chr11" "+" 100558406 100861656 100558409 100859532 "ARHGAP42" 303250
"NM_001321167" "chr17" "+" 12692828 12894961 12693155 12890425 "ARHGAP44" 202133
"NM_001258328" "chr19" "+" 1065921 1087830 1066024 1086005 "ARHGAP45" 21909
"NM_001030055" "chr14" "+" 32546494 32628934 32559875 32624154 "ARHGAP5" 82440
"NR_027263" "chr14" "-" 32544624 32545905 32545905 32545905 "ARHGAP5-AS1" 1281
"NR_109776" "chrX" "-" 11155662 11683821 11683821 11683821 "ARHGAP6" 528159
"NM_001017526" "chr22" "+" 45148437 45258664 45182407 45258475 "ARHGAP8" 110227
"NM_001319850" "chr12" "-" 57866037 57882597 57866299 57882404 "ARHGAP9" 16560
"NM_001185078" "chr17" "-" 79825594 79829282 79826751 79827806 "ARHGDIA" 3688
"NM_001321420" "chr12" "-" 15094948 15114704 15095455 15103646 "ARHGDIB" 19756
"NM_001176" "chr16" "+" 330605 333003 330680 332814 "ARHGDIG" 2398
"NM_198977" "chr19" "+" 42387266 42411604 42392153 42410938 "ARHGEF1" 24338
"NM_014629" "chr8" "+" 1772141 1906807 1791565 1905429 "ARHGEF10" 134666
"NM_018125" "chr1" "+" 17866329 18024370 17907090 18023875 "ARHGEF10L" 158041
"NM_198236" "chr1" "-" 156904631 157015162 156905791 157014122 "ARHGEF11" 110531
"NM_001198665" "chr11" "+" 120207617 120360645 120207952 120355786 "ARHGEF12" 153028
"NM_173728" "chr17" "+" 8213555 8225834 8215357 8224311 "ARHGEF15" 12279
"NM_014448" "chr1" "+" 3371146 3397677 3379648 3397151 "ARHGEF16" 26531
"NM_014786" "chr11" "+" 73019662 73080425 73019683 73078825 "ARHGEF17" 60763
"NM_015318" "chr19" "+" 7459998 7537371 7505300 7535184 "ARHGEF18" 77373
"NM_153213" "chr1" "-" 16524348 16539166 16525081 16535549 "ARHGEF19" 14818
"NM_001162383" "chr1" "-" 155916629 155948336 155917732 155948218 "ARHGEF2" 31707
"NM_001111270" "chr12" "+" 58003962 58011028 58003999 58010677 "ARHGEF25" 7066
"NM_001251962" "chr3" "+" 153838791 153975616 153839781 153973262 "ARHGEF26" 136825
"NR_037901" "chr3" "-" 153742189 153838999 153838999 153838999 "ARHGEF26-AS1" 96810
"NM_001080479" "chr5" "+" 72921982 73237818 72980676 73236838 "ARHGEF28" 315836
"NM_001128615" "chr3" "-" 56761445 57113336 56763297 57069177 "ARHGEF3" 351891
"NM_001145451" "chr2" "+" 39146503 39202590 39146588 39200984 "ARHGEF33" 56087
"NR_033942" "chr7" "-" 143956088 143983096 143983096 143983096 "ARHGEF34P" 27008
"NM_001003702" "chr7" "-" 143883175 143892791 143884021 143885476 "ARHGEF35" 9616
"NM_001001669" "chr5" "+" 148961134 149014527 148977332 149011754 "ARHGEF37" 53393
"NM_001242729" "chr4" "+" 106473776 106602070 106473922 106599094 "ARHGEF38" 128294
"NR_046840" "chr4" "+" 106482747 106491392 106491392 106491392 "ARHGEF38-IT1" 8645
"NM_032818" "chr9" "-" 35659340 35665278 35661983 35665166 "ARHGEF39" 5938
"NR_046572" "chr3" "+" 56974067 56994880 56994880 56994880 "ARHGEF3-AS1" 20813
"NM_015320" "chr2" "+" 131674223 131804826 131688530 131803762 "ARHGEF4" 130603
"NM_001278529" "chr14" "+" 21538418 21558406 21546543 21557030 "ARHGEF40" 19988
"NM_005435" "chr7" "+" 144052488 144077725 144059762 144077149 "ARHGEF5" 25237
"NM_004840" "chrX" "-" 135747711 135863503 135750187 135863041 "ARHGEF6" 115792
"NM_001320852" "chr13" "+" 111766965 111958081 111767873 111955460 "ARHGEF7" 191116
"NR_046516" "chr13" "-" 111796651 111800912 111800912 111800912 "ARHGEF7-AS1" 4261
"NR_046667" "chr13" "-" 111766158 111768025 111768025 111768025 "ARHGEF7-AS2" 1867
"NM_001330495" "chrX" "-" 62854846 63005426 62857907 62944537 "ARHGEF9" 150580
"NR_138419" "chrX" "-" 62890075 62891382 62891382 62891382 "ARHGEF9-IT1" 1307
